time,cooler,fan
1531280329.773855,0.0,0.0
1531280390.803941,0.0,0.0
1531280451.729884,0.0,0.0
1531280512.7628224,0.0,0.0
1531280573.7921908,0.0,0.0
1531280634.8238664,0.0,0.0
1531280695.3367784,0.0,0.0
1531280756.1611338,0.0,0.0
1531280817.1357589,0.0,0.0
1531280878.0185828,0.0,0.0
1531280938.743915,0.0,0.0
1531280999.7717204,0.0,0.0
1531281060.016688,0.0,0.0
1531281120.9097948,0.0,0.0
1531281181.838645,0.0,0.0
1531281242.8672945,0.0,0.0
1531281303.8984673,0.0,0.0
1531281364.9236028,0.0,0.0
1531281425.957058,0.0,0.0
1531281486.885731,0.0,0.0
1531281547.403519,0.0,0.0
1531281608.4335427,0.0,0.0
1531281669.4641776,0.0,0.0
1531281730.4927402,0.0,0.0
1531281791.3155305,0.0,0.0
1531281852.34849,0.0,0.0
1531281913.37202,0.0,0.0
1531281974.4072962,0.0,0.0
1531282034.823656,0.0,0.0
1531282095.8481429,0.0,0.0
1531282156.881502,0.0,0.0
1531282217.90943,0.0,0.0
1531282278.9410298,0.0,0.0
1531282339.9725542,0.0,0.0
1531282401.0037005,0.0,0.0
1531282461.6226823,0.0,0.0
1531282522.1391685,0.0,0.0
1531282583.1717894,0.0,0.0
1531282644.1971953,0.0,0.0
1531282705.3335116,0.0,0.0
1531282766.362836,0.0,0.0
1531282827.3951108,0.0,0.0
1531282888.417685,0.0,0.0
1531282949.4551322,0.0,0.0
1531283009.869433,0.0,0.0
1531283070.8952336,0.0,0.0
1531283131.6216936,0.0,0.0
1531283192.7564394,0.0,0.0
1531283253.8870935,0.0,0.0
1531283315.0173533,0.0,0.0
1531283375.742228,0.0,0.0
1531283436.8716884,0.0,0.0
1531283497.4929285,0.0,0.0
1531283558.2132409,0.0,0.0
1531283618.9364612,0.0,0.0
1531283679.6597474,0.0,0.0
1531283740.8411071,0.0,0.0
1531283802.2808502,0.0,0.0
1531283863.1589515,0.0,0.0
1531283923.8859818,0.0,0.0
1531283984.6075704,0.0,0.0
1531284045.7366185,0.0,0.0
1531284106.614413,0.0,0.0
1531284169.44472,0.0,0.0
1531284230.5679722,0.0,0.0
1531284291.547891,0.0,0.0
1531284352.4233105,0.0,0.0
1531284413.1461778,0.0,0.0
1531284474.2777455,0.0,0.0
1531284535.0038555,0.0,0.0
1531284595.7245426,0.0,0.0
1531284656.8571956,0.0,0.0
1531284717.990334,0.0,0.0
1531284778.7103171,0.0,0.0
1531284839.8435614,0.0,0.0
1531284900.9763231,0.0,0.0
1531284961.6987445,0.0,0.0
1531285022.8325279,0.0,0.0
1531285083.9620152,0.0,0.0
1531285144.6881626,0.0,0.0
1531285205.7598894,0.0,0.0
1531285266.645259,0.0,0.0
1531285327.776246,0.0,0.0
1531285388.9063766,0.0,0.0
1531285449.6304085,0.0,0.0
1531285510.763402,0.0,0.0
1531285571.8962836,0.0,0.0
1531285632.1376586,0.0,0.0
1531285693.0320668,0.0,0.0
1531285753.7568214,0.0,0.0
1531285814.8896575,0.0,0.0
1531285876.0198445,0.0,0.0
1531285937.051127,0.0,0.0
1531285997.7764492,0.0,0.0
1531286058.39033,0.0,0.0
1531286119.1140466,0.0,0.0
1531286179.841659,0.0,0.0
1531286240.8696911,0.0,0.0
1531286302.001061,0.0,0.0
1531286363.1318796,0.0,0.0
1531286423.8577125,0.0,0.0
1531286484.9890938,0.0,0.0
1531286545.1315033,0.0,0.0
1531286606.025548,0.0,0.0
1531286667.1553745,0.0,0.0
1531286727.8785815,0.0,0.0
1531286789.0128355,0.0,0.0
1531286850.0417929,0.0,0.0
1531286911.0729578,0.0,0.0
1531286971.6911492,0.0,0.0
1531287032.8265526,0.0,0.0
1531287093.54665,0.0,0.0
1531287154.6810036,0.0,0.0
1531287215.8135095,0.0,0.0
1531287276.9425967,0.0,0.0
1531287337.666492,0.0,0.0
1531287404.4395232,0.0,0.0
1531287465.4240599,0.0,0.0
1531287526.2828267,0.0,0.0
1531287587.0087266,0.0,0.0
1531287647.7293224,0.0,0.0
1531287708.4524677,0.0,0.0
1531287769.176276,0.0,0.0
1531287829.8984098,0.0,0.0
1531287890.7753491,0.0,0.0
1531287951.136827,0.0,0.0
1531288011.8612266,0.0,0.0
1531288072.5847855,0.0,0.0
1531288133.30751,0.0,0.0
1531288194.0253868,0.0,0.0
1531288254.7491665,0.0,0.0
1531288315.422081,0.0,0.0
1531288376.1995409,0.0,0.0
1531288436.9223132,0.0,0.0
1531288498.05217,0.0,0.0
1531288560.732586,0.0,0.0
1531288621.7476025,0.0,0.0
1531288682.4740677,0.0,0.0
1531288743.607995,0.0,0.0
1531288804.7433155,0.0,0.0
1531288865.86964,0.0,0.0
1531288926.2907405,0.0,0.0
1531288987.3231895,0.0,0.0
1531289048.3497858,0.0,0.0
1531289109.4784768,0.0,0.0
1531289170.2047427,0.0,0.0
1531289231.3295758,0.0,0.0
1531289292.0581465,0.0,0.0
1531289353.1959655,0.0,0.0
1531289414.0156527,0.0,0.0
1531289475.0484164,0.0,0.0
1531289536.032434,0.0,0.0
1531289596.9007607,0.0,0.0
1531289658.0312824,0.0,0.0
1531289719.1652734,0.0,0.0
1531289780.2985685,0.0,0.0
1531289841.428077,0.0,0.0
1531289902.1528351,0.0,0.0
1531289963.2850347,0.0,0.0
1531290023.4404602,0.0,0.0
1531290084.3275974,0.0,0.0
1531290145.345458,0.0,0.0
1531290206.0709994,0.0,0.0
1531290266.7988007,0.0,0.0
1531290327.2092671,0.0,0.0
1531290387.9351912,0.0,0.0
1531290449.0665407,0.0,0.0
1531290510.199474,0.0,0.0
1531290571.3322814,0.0,0.0
1531290632.4622836,0.0,0.0
1531290693.1851525,0.0,0.0
1531290753.9286492,0.0,0.0
1531290814.630378,0.0,1.0
1531290875.3486106,0.0,1.0
1531290936.022021,0.0,1.0
1531290996.9021823,0.0,1.0
1531291058.0331,0.0,1.0
1531291119.1630929,0.0,1.0
1531291179.8904564,0.0,1.0
1531291240.1780765,0.0,1.0
1531291300.9246676,0.0,1.0
1531291361.6529114,0.0,1.0
1531291422.36875,0.0,1.0
1531291483.4318814,0.0,1.0
1531291543.83619,0.0,1.0
1531291605.0519779,0.0,1.0
1531291666.1829295,0.0,1.0
1531291727.311141,0.0,1.0
1531291788.0378606,0.0,1.0
1531291849.16493,0.0,1.0
1531291911.8453178,0.0,1.0
1531291972.8650875,0.0,1.0
1531292033.591355,0.0,1.0
1531292094.309307,0.0,1.0
1531292155.0346124,0.0,1.0
1531292215.5513215,0.0,1.0
1531292276.2765038,0.0,1.0
1531292336.9964528,0.0,1.0
1531292397.7186675,0.0,1.0
1531292458.4438055,0.0,1.0
1531292519.1646395,0.0,1.0
1531292581.8455615,0.0,1.0
1531292642.8640563,0.0,1.0
1531292703.481319,0.0,1.0
1531292763.6259012,0.0,1.0
1531292824.5177689,0.0,1.0
1531292885.241232,0.0,1.0
1531292945.9645884,0.0,1.0
1531293006.6902478,0.0,1.0
1531293067.4123547,0.0,1.0
1531293128.1346905,0.0,1.0
1531293188.856739,0.0,1.0
1531293249.5853827,0.0,1.0
1531293309.8540776,0.0,1.0
1531293370.717759,0.0,1.0
1531293431.4450488,0.0,1.0
1531293492.5752206,0.0,1.0
1531293553.7062502,0.0,1.0
1531293614.43049,0.0,1.0
1531293675.5579796,0.0,1.0
1531293735.8753095,0.0,1.0
1531293797.009756,0.0,1.0
1531293858.1408525,0.0,1.0
1531293919.2677774,0.0,1.0
1531293979.9945776,0.0,1.0
1531294041.1280205,0.0,1.0
1531294102.261151,0.0,1.0
1531294163.3976016,0.0,1.0
1531294224.5259676,0.0,1.0
1531294285.6584115,0.0,1.0
1531294346.3764606,0.0,1.0
1531294407.1041305,0.0,1.0
1531294468.2353835,0.0,1.0
1531294529.3657124,0.0,1.0
1531294590.090509,0.0,1.0
1531294651.2213852,0.0,1.0
1531294712.151026,0.0,1.0
1531294773.2768087,0.0,1.0
1531294833.6959069,0.0,1.0
1531294894.4185011,0.0,1.0
1531294955.1475284,0.0,1.0
1531295016.4296305,0.0,1.0
1531295077.3073545,0.0,1.0
1531295138.3309786,0.0,1.0
1531295199.0558586,0.0,1.0
1531295259.7790616,0.0,1.0
1531295320.5014396,0.0,1.0
1531295381.2209446,0.0,1.0
1531295441.9451172,0.0,1.0
1531295502.672442,0.0,1.0
1531295563.8015122,0.0,1.0
1531295624.4723988,0.0,1.0
1531295685.349983,0.0,1.0
1531295746.0738814,0.0,1.0
1531295807.206738,0.0,1.0
1531295867.9292724,0.0,1.0
1531295928.6504116,0.0,1.0
1531295988.8145695,0.0,1.0
1531296049.6866946,0.0,1.0
1531296110.4104645,0.0,1.0
1531296171.1289165,0.0,1.0
1531296231.8535335,0.0,1.0
1531296292.7329829,0.0,1.0
1531296353.6037555,0.0,1.0
1531296414.2294495,0.0,1.0
1531296475.3568509,0.0,1.0
1531296536.0829284,0.0,1.0
1531296597.1128435,0.0,1.0
1531296657.8353968,0.0,1.0
1531296718.0832653,0.0,1.0
1531296778.9713967,0.0,1.0
1531296840.0045846,0.0,1.0
1531296900.9288008,0.0,1.0
1531296961.962811,0.0,1.0
1531297022.8889134,0.0,1.0
1531297083.919466,0.0,1.0
1531297144.436908,0.0,1.0
1531297205.3203928,0.0,0.0
1531297266.0856528,0.0,0.0
1531297327.0124154,0.0,0.0
1531297387.8379517,0.0,0.0
